"id";"state_id";"state_code";"name";"no_accents"
1456;;"PB";"Taperoá";"Taperoa"
1457;;"PB";"Tavares";"Tavares"
1458;;"PB";"Teixeira";"Teixeira"
1459;;"PB";"Tenório";"Tenorio"
1460;;"PB";"Triunfo";"Triunfo"
1461;;"PB";"Uiraúna";"Uirauna"
1462;;"PB";"Umbuzeiro";"Umbuzeiro"
1463;;"PB";"Várzea";"Varzea"
1464;;"PB";"Vieirópolis";"Vieiropolis"
1465;;"PB";"Zabelê";"Zabele"
1466;;"PE";"Abreu e Lima";"Abreu e Lima"
1467;;"PE";"Afogados da Ingazeira";"Afogados da Ingazeira"
1468;;"PE";"Afrânio";"Afranio"
1469;;"PE";"Agrestina";"Agrestina"
1470;;"PE";"Água Preta";"Agua Preta"
1471;;"PE";"Águas Belas";"Aguas Belas"
1472;;"PE";"Alagoinha";"Alagoinha"
1473;;"PE";"Aliança";"Alianca"
1474;;"PE";"Altinho";"Altinho"
1475;;"PE";"Amaraji";"Amaraji"
1476;;"PE";"Angelim";"Angelim"
1477;;"PE";"Araçoiaba";"Aracoiaba"
1478;;"PE";"Araripina";"Araripina"
1479;;"PE";"Arcoverde";"Arcoverde"
1480;;"PE";"Barra de Guabiraba";"Barra de Guabiraba"
1481;;"PE";"Barreiros";"Barreiros"
1482;;"PE";"Belém de Maria";"Belem de Maria"
1483;;"PE";"Belém de São Francisco";"Belem de Sao Francisco"
1484;;"PE";"Belo Jardim";"Belo Jardim"
1485;;"PE";"Betânia";"Betania"
1486;;"PE";"Bezerros";"Bezerros"
1487;;"PE";"Bodocó";"Bodoco"
1488;;"PE";"Bom Conselho";"Bom Conselho"
1489;;"PE";"Bom Jardim";"Bom Jardim"
1490;;"PE";"Bonito";"Bonito"
1491;;"PE";"Brejão";"Brejao"
1492;;"PE";"Brejinho";"Brejinho"
1493;;"PE";"Brejo da Madre de Deus";"Brejo da Madre de Deus"
1494;;"PE";"Buenos Aires";"Buenos Aires"
1495;;"PE";"Buíque";"Buique"
1496;;"PE";"Cabo de Santo Agostinho";"Cabo de Santo Agostinho"
1497;;"PE";"Cabrobó";"Cabrobo"
1498;;"PE";"Cachoeirinha";"Cachoeirinha"
1499;;"PE";"Caetés";"Caetes"
1500;;"PE";"Calçado";"Calcado"
1501;;"PE";"Calumbi";"Calumbi"
1502;;"PE";"Camaragibe";"Camaragibe"
1503;;"PE";"Camocim de São Félix";"Camocim de Sao Felix"
1504;;"PE";"Camutanga";"Camutanga"
1505;;"PE";"Canhotinho";"Canhotinho"
1506;;"PE";"Capoeiras";"Capoeiras"
1507;;"PE";"Carnaíba";"Carnaiba"
1508;;"PE";"Carnaubeira da Penha";"Carnaubeira da Penha"
1509;;"PE";"Carpina";"Carpina"
1510;;"PE";"Caruaru";"Caruaru"
1511;;"PE";"Casinhas";"Casinhas"
1512;;"PE";"Catende";"Catende"
1513;;"PE";"Cedro";"Cedro"
1514;;"PE";"Chã de Alegria";"Cha de Alegria"
1515;;"PE";"Chã Grande";"Cha Grande"
1516;;"PE";"Condado";"Condado"
1517;;"PE";"Correntes";"Correntes"
1518;;"PE";"Cortês";"Cortes"
1519;;"PE";"Cumaru";"Cumaru"
1520;;"PE";"Cupira";"Cupira"
1521;;"PE";"Custódia";"Custodia"
1522;;"PE";"Dormentes";"Dormentes"
1523;;"PE";"Escada";"Escada"
1524;;"PE";"Exu";"Exu"
1525;;"PE";"Feira Nova";"Feira Nova"
1526;;"PE";"Fernando de Noronha";"Fernando de Noronha"
1527;;"PE";"Ferreiros";"Ferreiros"
1528;;"PE";"Flores";"Flores"
1529;;"PE";"Floresta";"Floresta"
1530;;"PE";"Frei Miguelinho";"Frei Miguelinho"
1531;;"PE";"Gameleira";"Gameleira"
1532;;"PE";"Garanhuns";"Garanhuns"
1533;;"PE";"Glória do Goitá";"Gloria do Goita"
1534;;"PE";"Goiana";"Goiana"
1535;;"PE";"Granito";"Granito"
1536;;"PE";"Gravatá";"Gravata"
1537;;"PE";"Iati";"Iati"
1538;;"PE";"Ibimirim";"Ibimirim"
1539;;"PE";"Ibirajuba";"Ibirajuba"
1540;;"PE";"Igarassu";"Igarassu"
1541;;"PE";"Iguaraci";"Iguaraci"
1542;;"PE";"Inajá";"Inaja"
1543;;"PE";"Ingazeira";"Ingazeira"
1544;;"PE";"Ipojuca";"Ipojuca"
1545;;"PE";"Ipubi";"Ipubi"
1546;;"PE";"Itacuruba";"Itacuruba"
1547;;"PE";"Itaíba";"Itaiba"
1548;;"PE";"Ilha de Itamaracá";"Ilha de Itamaraca"
1549;;"PE";"Itambé";"Itambe"
1550;;"PE";"Itapetim";"Itapetim"
1551;;"PE";"Itapissuma";"Itapissuma"
1552;;"PE";"Itaquitinga";"Itaquitinga"
1553;;"PE";"Jaboatão dos Guararapes";"Jaboatao dos Guararapes"
1554;;"PE";"Jaqueira";"Jaqueira"
1555;;"PE";"Jataúba";"Jatauba"
1556;;"PE";"Jatobá";"Jatoba"
1557;;"PE";"João Alfredo";"Joao Alfredo"
1558;;"PE";"Joaquim Nabuco";"Joaquim Nabuco"
1559;;"PE";"Jucati";"Jucati"
1560;;"PE";"Jupi";"Jupi"
1561;;"PE";"Jurema";"Jurema"
1562;;"PE";"Lagoa do Carro";"Lagoa do Carro"
1563;;"PE";"LAGOA DE ITAENGA";"LAGOA DE ITAENGA"
1564;;"PE";"Lagoa do Ouro";"Lagoa do Ouro"
1565;;"PE";"Lagoa dos Gatos";"Lagoa dos Gatos"
1566;;"PE";"Lagoa Grande";"Lagoa Grande"
1567;;"PE";"Lajedo";"Lajedo"
1568;;"PE";"Limoeiro";"Limoeiro"
1569;;"PE";"Macaparana";"Macaparana"
1570;;"PE";"Machados";"Machados"
1571;;"PE";"Manari";"Manari"
1572;;"PE";"Maraial";"Maraial"
1573;;"PE";"Mirandiba";"Mirandiba"
1574;;"PE";"Moreno";"Moreno"
1575;;"PE";"Nazaré da Mata";"Nazare da Mata"
1576;;"PE";"Olinda";"Olinda"
1577;;"PE";"Orobó";"Orobo"
1578;;"PE";"Orocó";"Oroco"
1579;;"PE";"Ouricuri";"Ouricuri"
1580;;"PE";"Palmares";"Palmares"
1581;;"PE";"Palmeirina";"Palmeirina"
1582;;"PE";"Panelas";"Panelas"
1583;;"PE";"Paranatama";"Paranatama"
1584;;"PE";"Parnamirim";"Parnamirim"
1585;;"PE";"Passira";"Passira"
1586;;"PE";"Paudalho";"Paudalho"
1587;;"PE";"Paulista";"Paulista"
1588;;"PE";"Pedra";"Pedra"
1589;;"PE";"Pesqueira";"Pesqueira"
1590;;"PE";"Petrolândia";"Petrolandia"
1591;;"PE";"Petrolina";"Petrolina"
1592;;"PE";"Poção";"Pocao"
1593;;"PE";"Pombos";"Pombos"
1594;;"PE";"Primavera";"Primavera"
1595;;"PE";"Quipapá";"Quipapa"
1596;;"PE";"Quixaba";"Quixaba"
1597;;"PE";"Recife";"Recife"
1598;;"PE";"Riacho das Almas";"Riacho das Almas"
1599;;"PE";"Ribeirão";"Ribeirao"
1600;;"PE";"Rio Formoso";"Rio Formoso"
1601;;"PE";"Sairé";"Saire"
1602;;"PE";"Salgadinho";"Salgadinho"
1603;;"PE";"Salgueiro";"Salgueiro"
1604;;"PE";"Saloá";"Saloa"
1605;;"PE";"Sanharó";"Sanharo"
1606;;"PE";"Santa Cruz";"Santa Cruz"
1607;;"PE";"Santa Cruz da Baixa Verde";"Santa Cruz da Baixa Verde"
1608;;"PE";"Santa Cruz do Capibaribe";"Santa Cruz do Capibaribe"
1609;;"PE";"Santa Filomena";"Santa Filomena"
1610;;"PE";"Santa Maria da Boa Vista";"Santa Maria da Boa Vista"
1611;;"PE";"Santa Maria do Cambucá";"Santa Maria do Cambuca"
1612;;"PE";"Santa Terezinha";"Santa Terezinha"
1613;;"PE";"São Benedito do Sul";"Sao Benedito do Sul"
1614;;"PE";"São Bento do Una";"Sao Bento do Una"
1615;;"PE";"São Caitano";"Sao Caitano"
1616;;"PE";"São João";"Sao Joao"
1617;;"PE";"São Joaquim do Monte";"Sao Joaquim do Monte"
1618;;"PE";"São José da Coroa Grande";"Sao Jose da Coroa Grande"
1619;;"PE";"São José do Belmonte";"Sao Jose do Belmonte"
1620;;"PE";"São José do Egito";"Sao Jose do Egito"
1621;;"PE";"São Lourenço da Mata";"Sao Lourenco da Mata"
1622;;"PE";"São Vicente Ferrer";"Sao Vicente Ferrer"
1623;;"PE";"Serra Talhada";"Serra Talhada"
1624;;"PE";"Serrita";"Serrita"
1625;;"PE";"Sertânia";"Sertania"
1626;;"PE";"Sirinhaém";"Sirinhaem"
1627;;"PE";"Moreilândia";"Moreilandia"
1628;;"PE";"Solidão";"Solidao"
1629;;"PE";"Surubim";"Surubim"
1630;;"PE";"Tabira";"Tabira"
1631;;"PE";"Tacaimbó";"Tacaimbo"
1632;;"PE";"Tacaratu";"Tacaratu"
1633;;"PE";"Tamandaré";"Tamandare"
1634;;"PE";"Taquaritinga do Norte";"Taquaritinga do Norte"
1635;;"PE";"Terezinha";"Terezinha"
1636;;"PE";"Terra Nova";"Terra Nova"
1637;;"PE";"Timbaúba";"Timbauba"
1638;;"PE";"Toritama";"Toritama"
1639;;"PE";"Tracunhaém";"Tracunhaem"
1640;;"PE";"Trindade";"Trindade"
1641;;"PE";"Triunfo";"Triunfo"
1642;;"PE";"Tupanatinga";"Tupanatinga"
1643;;"PE";"Tuparetama";"Tuparetama"
1644;;"PE";"Venturosa";"Venturosa"
1645;;"PE";"Verdejante";"Verdejante"
1646;;"PE";"Vertente do Lério";"Vertente do Lerio"
1647;;"PE";"Vertentes";"Vertentes"
1648;;"PE";"Vicência";"Vicencia"
1649;;"PE";"Vitória de Santo Antão";"Vitoria de Santo Antao"
1650;;"PE";"Xexéu";"Xexeu"
1651;;"AL";"Água Branca";"Agua Branca"
1652;;"AL";"Anadia";"Anadia"
1653;;"AL";"Arapiraca";"Arapiraca"
1654;;"AL";"Atalaia";"Atalaia"
1655;;"AL";"Barra de Santo Antônio";"Barra de Santo Antonio"
1656;;"AL";"Barra de São Miguel";"Barra de Sao Miguel"
1657;;"AL";"Batalha";"Batalha"
1658;;"AL";"Belém";"Belem"
1659;;"AL";"Belo Monte";"Belo Monte"
1660;;"AL";"Boca da Mata";"Boca da Mata"
1661;;"AL";"Branquinha";"Branquinha"
1662;;"AL";"Cacimbinhas";"Cacimbinhas"
1663;;"AL";"Cajueiro";"Cajueiro"
1664;;"AL";"Campestre";"Campestre"
1665;;"AL";"Campo Alegre";"Campo Alegre"
1666;;"AL";"Campo Grande";"Campo Grande"
1667;;"AL";"Canapi";"Canapi"
1668;;"AL";"Capela";"Capela"
1669;;"AL";"Carneiros";"Carneiros"
1670;;"AL";"Chã Preta";"Cha Preta"
1671;;"AL";"Coité do Nóia";"Coite do Noia"
1672;;"AL";"Colônia Leopoldina";"Colonia Leopoldina"
1673;;"AL";"Coqueiro Seco";"Coqueiro Seco"
1674;;"AL";"Coruripe";"Coruripe"
1675;;"AL";"Craíbas";"Craibas"
1676;;"AL";"Delmiro Gouveia";"Delmiro Gouveia"
1677;;"AL";"Dois Riachos";"Dois Riachos"
1678;;"AL";"Estrela de Alagoas";"Estrela de Alagoas"
1679;;"AL";"Feira Grande";"Feira Grande"
1680;;"AL";"Feliz Deserto";"Feliz Deserto"
1681;;"AL";"Flexeiras";"Flexeiras"
1682;;"AL";"Girau do Ponciano";"Girau do Ponciano"
1683;;"AL";"Ibateguara";"Ibateguara"
1684;;"AL";"Igaci";"Igaci"
1685;;"AL";"Igreja Nova";"Igreja Nova"
1686;;"AL";"Inhapi";"Inhapi"
1687;;"AL";"Jacaré dos Homens";"Jacare dos Homens"
1688;;"AL";"Jacuípe";"Jacuipe"
1689;;"AL";"Japaratinga";"Japaratinga"
1690;;"AL";"Jaramataia";"Jaramataia"
1691;;"AL";"Jequiá da Praia";"Jequia da Praia"
1692;;"AL";"Joaquim Gomes";"Joaquim Gomes"
1693;;"AL";"Jundiá";"Jundia"
1694;;"AL";"Junqueiro";"Junqueiro"
1695;;"AL";"Lagoa da Canoa";"Lagoa da Canoa"
1696;;"AL";"Limoeiro de Anadia";"Limoeiro de Anadia"
1697;;"AL";"Maceió";"Maceio"
1698;;"AL";"Major Isidoro";"Major Isidoro"
1699;;"AL";"Maragogi";"Maragogi"
1700;;"AL";"Maravilha";"Maravilha"
1701;;"AL";"Marechal Deodoro";"Marechal Deodoro"
1702;;"AL";"Maribondo";"Maribondo"
1703;;"AL";"Mar Vermelho";"Mar Vermelho"
1704;;"AL";"Mata Grande";"Mata Grande"
1705;;"AL";"Matriz de Camaragibe";"Matriz de Camaragibe"
1706;;"AL";"Messias";"Messias"
1707;;"AL";"Minador do Negrão";"Minador do Negrao"
1708;;"AL";"Monteirópolis";"Monteiropolis"
1709;;"AL";"Murici";"Murici"
1710;;"AL";"Novo Lino";"Novo Lino"
1711;;"AL";"Olho d'Água das Flores";"Olho d'Agua das Flores"
1712;;"AL";"Olho d'Água do Casado";"Olho d'Agua do Casado"
1713;;"AL";"Olho d'Água Grande";"Olho d'Agua Grande"
1714;;"AL";"Olivença";"Olivenca"
1715;;"AL";"Ouro Branco";"Ouro Branco"
1716;;"AL";"Palestina";"Palestina"
1717;;"AL";"Palmeira dos Índios";"Palmeira dos Indios"
1718;;"AL";"Pão de Açúcar";"Pao de Acucar"
1719;;"AL";"Pariconha";"Pariconha"
1720;;"AL";"Paripueira";"Paripueira"
1721;;"AL";"Passo de Camaragibe";"Passo de Camaragibe"
1722;;"AL";"Paulo Jacinto";"Paulo Jacinto"
1723;;"AL";"Penedo";"Penedo"
1724;;"AL";"Piaçabuçu";"Piacabucu"
1725;;"AL";"Pilar";"Pilar"
1726;;"AL";"Pindoba";"Pindoba"
1727;;"AL";"Piranhas";"Piranhas"
1728;;"AL";"Poço das Trincheiras";"Poco das Trincheiras"
1729;;"AL";"Porto Calvo";"Porto Calvo"
1730;;"AL";"Porto de Pedras";"Porto de Pedras"
1731;;"AL";"Porto Real do Colégio";"Porto Real do Colegio"
1732;;"AL";"Quebrangulo";"Quebrangulo"
1733;;"AL";"Rio Largo";"Rio Largo"
1734;;"AL";"Roteiro";"Roteiro"
1735;;"AL";"Santa Luzia do Norte";"Santa Luzia do Norte"
1736;;"AL";"Santana do Ipanema";"Santana do Ipanema"
1737;;"AL";"Santana do Mundaú";"Santana do Mundau"
1738;;"AL";"São Brás";"Sao Bras"
1739;;"AL";"São José da Laje";"Sao Jose da Laje"
1740;;"AL";"São José da Tapera";"Sao Jose da Tapera"
1741;;"AL";"São Luís do Quitunde";"Sao Luis do Quitunde"
1742;;"AL";"São Miguel dos Campos";"Sao Miguel dos Campos"
1743;;"AL";"São Miguel dos Milagres";"Sao Miguel dos Milagres"
1744;;"AL";"São Sebastião";"Sao Sebastiao"
1745;;"AL";"Satuba";"Satuba"
1746;;"AL";"Senador Rui Palmeira";"Senador Rui Palmeira"
1747;;"AL";"Tanque d'Arca";"Tanque d'Arca"
1748;;"AL";"Taquarana";"Taquarana"
1749;;"AL";"Teotônio Vilela";"Teotonio Vilela"
1750;;"AL";"Traipu";"Traipu"
1751;;"AL";"União dos Palmares";"Uniao dos Palmares"
1752;;"AL";"Viçosa";"Vicosa"
1753;;"SE";"Amparo de São Francisco";"Amparo de Sao Francisco"
1754;;"SE";"Aquidabã";"Aquidaba"
1755;;"SE";"Aracaju";"Aracaju"
1756;;"SE";"Arauá";"Araua"
1757;;"SE";"Areia Branca";"Areia Branca"
1758;;"SE";"Barra dos Coqueiros";"Barra dos Coqueiros"
1759;;"SE";"Boquim";"Boquim"
1760;;"SE";"Brejo Grande";"Brejo Grande"
1761;;"SE";"Campo do Brito";"Campo do Brito"
1762;;"SE";"Canhoba";"Canhoba"
1763;;"SE";"Canindé de São Francisco";"Caninde de Sao Francisco"
1764;;"SE";"Capela";"Capela"
1765;;"SE";"Carira";"Carira"
1766;;"SE";"Carmópolis";"Carmopolis"
1767;;"SE";"Cedro de São João";"Cedro de Sao Joao"
1768;;"SE";"Cristinápolis";"Cristinapolis"
1769;;"SE";"Cumbe";"Cumbe"
1770;;"SE";"Divina Pastora";"Divina Pastora"
1771;;"SE";"Estância";"Estancia"
1772;;"SE";"Feira Nova";"Feira Nova"
1773;;"SE";"Frei Paulo";"Frei Paulo"
1774;;"SE";"Gararu";"Gararu"
1775;;"SE";"General Maynard";"General Maynard"
1776;;"SE";"Gracho Cardoso";"Gracho Cardoso"
1777;;"SE";"Ilha das Flores";"Ilha das Flores"
1778;;"SE";"Indiaroba";"Indiaroba"
1779;;"SE";"Itabaiana";"Itabaiana"
1780;;"SE";"Itabaianinha";"Itabaianinha"
1781;;"SE";"Itabi";"Itabi"
1782;;"SE";"Itaporanga d'Ajuda";"Itaporanga d'Ajuda"
1783;;"SE";"Japaratuba";"Japaratuba"
1784;;"SE";"Japoatã";"Japoata"
1785;;"SE";"Lagarto";"Lagarto"
1786;;"SE";"Laranjeiras";"Laranjeiras"
1787;;"SE";"Macambira";"Macambira"
1788;;"SE";"Malhada dos Bois";"Malhada dos Bois"
1789;;"SE";"Malhador";"Malhador"
1790;;"SE";"Maruim";"Maruim"
1791;;"SE";"Moita Bonita";"Moita Bonita"
1792;;"SE";"Monte Alegre de Sergipe";"Monte Alegre de Sergipe"
1793;;"SE";"Muribeca";"Muribeca"
1794;;"SE";"Neópolis";"Neopolis"
1795;;"SE";"Nossa Senhora Aparecida";"Nossa Senhora Aparecida"
1796;;"SE";"Nossa Senhora da Glória";"Nossa Senhora da Gloria"
1797;;"SE";"Nossa Senhora das Dores";"Nossa Senhora das Dores"
1798;;"SE";"Nossa Senhora de Lourdes";"Nossa Senhora de Lourdes"
1799;;"SE";"Nossa Senhora do Socorro";"Nossa Senhora do Socorro"
1800;;"SE";"Pacatuba";"Pacatuba"
1801;;"SE";"Pedra Mole";"Pedra Mole"
1802;;"SE";"Pedrinhas";"Pedrinhas"
1803;;"SE";"Pinhão";"Pinhao"
1804;;"SE";"Pirambu";"Pirambu"
1805;;"SE";"Poço Redondo";"Poco Redondo"
1806;;"SE";"Poço Verde";"Poco Verde"
1807;;"SE";"Porto da Folha";"Porto da Folha"
1808;;"SE";"Propriá";"Propria"
1809;;"SE";"Riachão do Dantas";"Riachao do Dantas"
1810;;"SE";"Riachuelo";"Riachuelo"
1811;;"SE";"Ribeirópolis";"Ribeiropolis"
1812;;"SE";"Rosário do Catete";"Rosario do Catete"
1813;;"SE";"Salgado";"Salgado"
1814;;"SE";"Santa Luzia do Itanhy";"Santa Luzia do Itanhy"
1815;;"SE";"Santana do São Francisco";"Santana do Sao Francisco"
1816;;"SE";"Santa Rosa de Lima";"Santa Rosa de Lima"
1817;;"SE";"Santo Amaro das Brotas";"Santo Amaro das Brotas"
1818;;"SE";"São Cristóvão";"Sao Cristovao"
1819;;"SE";"São Domingos";"Sao Domingos"
1820;;"SE";"São Francisco";"Sao Francisco"
1821;;"SE";"São Miguel do Aleixo";"Sao Miguel do Aleixo"
1822;;"SE";"Simão Dias";"Simao Dias"
1823;;"SE";"Siriri";"Siriri"
1824;;"SE";"Telha";"Telha"
1825;;"SE";"Tobias Barreto";"Tobias Barreto"
1826;;"SE";"Tomar do Geru";"Tomar do Geru"
1827;;"SE";"Umbaúba";"Umbauba"
1828;;"BA";"Abaíra";"Abaira"
1829;;"BA";"Abaré";"Abare"
1830;;"BA";"Acajutiba";"Acajutiba"
1831;;"BA";"Adustina";"Adustina"
1832;;"BA";"Água Fria";"Agua Fria"
1833;;"BA";"Érico Cardoso";"Erico Cardoso"
1834;;"BA";"Aiquara";"Aiquara"
1835;;"BA";"Alagoinhas";"Alagoinhas"
1836;;"BA";"Alcobaça";"Alcobaca"
1837;;"BA";"Almadina";"Almadina"
1838;;"BA";"Amargosa";"Amargosa"
1839;;"BA";"Amélia Rodrigues";"Amelia Rodrigues"
1840;;"BA";"América Dourada";"America Dourada"
1841;;"BA";"Anagé";"Anage"
1842;;"BA";"Andaraí";"Andarai"
1843;;"BA";"Andorinha";"Andorinha"
1844;;"BA";"Angical";"Angical"
1845;;"BA";"Anguera";"Anguera"
1846;;"BA";"Antas";"Antas"
1847;;"BA";"Antônio Cardoso";"Antonio Cardoso"
1848;;"BA";"Antônio Gonçalves";"Antonio Goncalves"
1849;;"BA";"Aporá";"Apora"
1850;;"BA";"Apuarema";"Apuarema"
1851;;"BA";"Aracatu";"Aracatu"
1852;;"BA";"Araças";"Aracas"
1853;;"BA";"Araci";"Araci"
1854;;"BA";"Aramari";"Aramari"
1855;;"BA";"Arataca";"Arataca"
1856;;"BA";"Aratuípe";"Aratuipe"
1857;;"BA";"Aurelino Leal";"Aurelino Leal"
1858;;"BA";"Baianópolis";"Baianopolis"
1859;;"BA";"Baixa Grande";"Baixa Grande"
1860;;"BA";"Banzaê";"Banzae"
1861;;"BA";"Barra";"Barra"
1862;;"BA";"Barra da Estiva";"Barra da Estiva"
1863;;"BA";"Barra do Choça";"Barra do Choca"
1864;;"BA";"Barra do Mendes";"Barra do Mendes"
1865;;"BA";"Barra do Rocha";"Barra do Rocha"
1866;;"BA";"Barreiras";"Barreiras"
1867;;"BA";"Barro Alto";"Barro Alto"
1868;;"BA";"Barrocas";"Barrocas"
1869;;"BA";"Barro Preto";"Barro Preto"
1870;;"BA";"Belmonte";"Belmonte"
1871;;"BA";"Belo Campo";"Belo Campo"
1872;;"BA";"Biritinga";"Biritinga"
1873;;"BA";"Boa Nova";"Boa Nova"
1874;;"BA";"Boa Vista do Tupim";"Boa Vista do Tupim"
1875;;"BA";"Bom Jesus da Lapa";"Bom Jesus da Lapa"
1876;;"BA";"Bom Jesus da Serra";"Bom Jesus da Serra"
1877;;"BA";"Boninal";"Boninal"
1878;;"BA";"Bonito";"Bonito"
1879;;"BA";"Boquira";"Boquira"
1880;;"BA";"Botuporã";"Botupora"
1881;;"BA";"Brejões";"Brejoes"
1882;;"BA";"Brejolândia";"Brejolandia"
1883;;"BA";"Brotas de Macaúbas";"Brotas de Macaubas"
1884;;"BA";"Brumado";"Brumado"
1885;;"BA";"Buerarema";"Buerarema"
1886;;"BA";"Buritirama";"Buritirama"
1887;;"BA";"Caatiba";"Caatiba"
1888;;"BA";"Cabaceiras do Paraguaçu";"Cabaceiras do Paraguacu"
1889;;"BA";"Cachoeira";"Cachoeira"
1890;;"BA";"Caculé";"Cacule"
1891;;"BA";"Caém";"Caem"
1892;;"BA";"Caetanos";"Caetanos"
1893;;"BA";"Caetité";"Caetite"
1894;;"BA";"Cafarnaum";"Cafarnaum"
1895;;"BA";"Cairu";"Cairu"
1896;;"BA";"Caldeirão Grande";"Caldeirao Grande"
1897;;"BA";"Camacan";"Camacan"
1898;;"BA";"Camaçari";"Camacari"
1899;;"BA";"Camamu";"Camamu"
1900;;"BA";"Campo Alegre de Lourdes";"Campo Alegre de Lourdes"
1901;;"BA";"Campo Formoso";"Campo Formoso"
1902;;"BA";"Canápolis";"Canapolis"
1903;;"BA";"Canarana";"Canarana"
1904;;"BA";"Canavieiras";"Canavieiras"
1905;;"BA";"Candeal";"Candeal"
1906;;"BA";"Candeias";"Candeias"
1907;;"BA";"Candiba";"Candiba"
1908;;"BA";"Cândido Sales";"Candido Sales"
1909;;"BA";"Cansanção";"Cansancao"
1910;;"BA";"Canudos";"Canudos"
1911;;"BA";"Capela do Alto Alegre";"Capela do Alto Alegre"
1912;;"BA";"Capim Grosso";"Capim Grosso"
1913;;"BA";"Caraíbas";"Caraibas"
1914;;"BA";"Caravelas";"Caravelas"
1915;;"BA";"Cardeal da Silva";"Cardeal da Silva"
1916;;"BA";"Carinhanha";"Carinhanha"
1917;;"BA";"Casa Nova";"Casa Nova"
1918;;"BA";"Castro Alves";"Castro Alves"
1919;;"BA";"Catolândia";"Catolandia"
1920;;"BA";"Catu";"Catu"
1921;;"BA";"Caturama";"Caturama"
1922;;"BA";"Central";"Central"
1923;;"BA";"Chorrochó";"Chorrocho"
1924;;"BA";"Cícero Dantas";"Cicero Dantas"
1925;;"BA";"Cipó";"Cipo"
1926;;"BA";"Coaraci";"Coaraci"
1927;;"BA";"Cocos";"Cocos"
1928;;"BA";"Conceição da Feira";"Conceicao da Feira"
1929;;"BA";"Conceição do Almeida";"Conceicao do Almeida"
1930;;"BA";"Conceição do Coité";"Conceicao do Coite"
1931;;"BA";"Conceição do Jacuípe";"Conceicao do Jacuipe"
1932;;"BA";"Conde";"Conde"
1933;;"BA";"Condeúba";"Condeuba"
1934;;"BA";"Contendas do Sincorá";"Contendas do Sincora"
1935;;"BA";"Coração de Maria";"Coracao de Maria"
1936;;"BA";"Cordeiros";"Cordeiros"
1937;;"BA";"Coribe";"Coribe"
1938;;"BA";"Coronel João Sá";"Coronel Joao Sa"
1939;;"BA";"Correntina";"Correntina"
1940;;"BA";"Cotegipe";"Cotegipe"
1941;;"BA";"Cravolândia";"Cravolandia"
1942;;"BA";"Crisópolis";"Crisopolis"
1943;;"BA";"Cristópolis";"Cristopolis"
1944;;"BA";"Cruz das Almas";"Cruz das Almas"
1945;;"BA";"Curaçá";"Curaca"
1946;;"BA";"Dário Meira";"Dario Meira"
1947;;"BA";"Dias d'Ávila";"Dias d'Avila"
1948;;"BA";"Dom Basílio";"Dom Basilio"
1949;;"BA";"Dom Macedo Costa";"Dom Macedo Costa"
1950;;"BA";"Elísio Medrado";"Elisio Medrado"
1951;;"BA";"Encruzilhada";"Encruzilhada"
1952;;"BA";"Entre Rios";"Entre Rios"
1953;;"BA";"Esplanada";"Esplanada"
1954;;"BA";"Euclides da Cunha";"Euclides da Cunha"
1955;;"BA";"Eunápolis";"Eunapolis"
1956;;"BA";"Fátima";"Fatima"
1957;;"BA";"Feira da Mata";"Feira da Mata"
1958;;"BA";"Feira de Santana";"Feira de Santana"
1959;;"BA";"Filadélfia";"Filadelfia"
1960;;"BA";"Firmino Alves";"Firmino Alves"
1961;;"BA";"Floresta Azul";"Floresta Azul"
1962;;"BA";"Formosa do Rio Preto";"Formosa do Rio Preto"
1963;;"BA";"Gandu";"Gandu"
1964;;"BA";"Gavião";"Gaviao"
1965;;"BA";"Gentio do Ouro";"Gentio do Ouro"
1966;;"BA";"Glória";"Gloria"
1967;;"BA";"Gongogi";"Gongogi"
1968;;"BA";"Governador Mangabeira";"Governador Mangabeira"
1969;;"BA";"Guajeru";"Guajeru"
1970;;"BA";"Guanambi";"Guanambi"
1971;;"BA";"Guaratinga";"Guaratinga"
1972;;"BA";"Heliópolis";"Heliopolis"
1973;;"BA";"Iaçu";"Iacu"
1974;;"BA";"Ibiassucê";"Ibiassuce"
1975;;"BA";"Ibicaraí";"Ibicarai"
1976;;"BA";"Ibicoara";"Ibicoara"
1977;;"BA";"Ibicuí";"Ibicui"
1978;;"BA";"Ibipeba";"Ibipeba"
1979;;"BA";"Ibipitanga";"Ibipitanga"
1980;;"BA";"Ibiquera";"Ibiquera"
1981;;"BA";"Ibirapitanga";"Ibirapitanga"
1982;;"BA";"Ibirapuã";"Ibirapua"
1983;;"BA";"Ibirataia";"Ibirataia"
1984;;"BA";"Ibitiara";"Ibitiara"
1985;;"BA";"Ibititá";"Ibitita"
1986;;"BA";"Ibotirama";"Ibotirama"
1987;;"BA";"Ichu";"Ichu"
1988;;"BA";"Igaporã";"Igapora"
1989;;"BA";"Igrapiúna";"Igrapiuna"
1990;;"BA";"Iguaí";"Iguai"
1991;;"BA";"Ilhéus";"Ilheus"
1992;;"BA";"Inhambupe";"Inhambupe"
1993;;"BA";"Ipecaetá";"Ipecaeta"
1994;;"BA";"Ipiaú";"Ipiau"
1995;;"BA";"Ipirá";"Ipira"
1996;;"BA";"Ipupiara";"Ipupiara"
1997;;"BA";"Irajuba";"Irajuba"
1998;;"BA";"Iramaia";"Iramaia"
